Open,High,Low,Close,Adj Close,Volume,Return,Z_Score,Anomaly,Close_Diff,Lag_1,Lag_2,Lag_3,Lag_7,MA_7,MA_30
95.831429,96.41143,92.904289,93.722855,81.337326,203179900,-0.013666138115726922,-0.9050974969850064,0,-1.2985760000000113,95.021431,92.587143,90.905716,88.814285,91.79959214285714,87.7467148
93.488571,95.571426,92.587143,95.552856,82.925507,141330700,0.019525664257667108,1.1534512558524674,0,1.83000100000001,93.722855,95.021431,92.587143,90.0,92.59285728571429,88.05357183333334
95.158569,95.699997,94.449997,94.66143,82.151878,105032200,-0.009329140303247607,-0.6361177851422228,0,-0.8914260000000098,95.552856,93.722855,95.021431,90.241432,93.22428557142857,88.35704803333333
94.215714,95.639999,93.650002,94.745712,82.225029,109335100,0.0008903520684189203,-0.0023069712651987507,0,0.08428200000000174,94.66143,95.552856,93.722855,90.118568,93.88530614285715,88.6344289
97.141426,97.267143,96.220001,96.525711,83.769806,106752100,0.018787119357971616,1.1076468531544899,0,1.7799990000000037,94.745712,94.66143,95.552856,90.905716,94.68816257142858,88.96190490000001
96.425713,96.585716,95.809998,96.400002,83.660683,66854200,-0.0013023369493750936,-0.1382970929272403,0,-0.12570900000000051,96.525711,94.745712,94.66143,92.587143,95.23285671428572,89.28504793333333
96.464287,96.809998,96.085716,96.209999,83.495804,50701700,-0.0019709854362867096,-0.1797665344879645,0,-0.19000300000000436,96.400002,96.525711,94.745712,95.021431,95.40265214285715,89.60509543333333
95.805717,95.935715,94.692856,94.83857,82.305595,75674900,-0.014254537098581488,-0.9415898808182211,0,-1.371428999999992,96.209999,96.400002,96.525711,93.722855,95.56204000000001,89.84104769999999
95.321426,95.514282,93.89286,95.034286,82.475456,84580300,0.0020636751482017157,0.07046228469115733,0,0.19571599999999023,94.83857,96.209999,96.400002,95.552856,95.48795857142856,90.13123806666665
95.108574,96.44857,94.928574,96.424286,83.681786,91973000,0.014626300238631762,0.8495937076053608,0,1.3900000000000006,95.034286,94.83857,96.209999,94.66143,95.73979514285715,90.46999996666666
96.510002,96.621429,95.657143,95.747147,83.094116,84093800,-0.0070224943122730865,-0.4930600754541118,0,-0.6771389999999968,96.424286,95.034286,94.83857,94.745712,95.88285728571428,90.80004783333334
96.167145,96.898575,95.828575,96.610001,83.842957,97799100,0.009011798544765082,0.501383467929506,0,0.8628539999999987,95.747147,96.424286,95.034286,96.525711,95.8948987142857,91.28242876666667
